age_souscription,duree,capital_emprunte,taux_interet_annuel,taux_technique_annuel,target
46,15,390000,0.04,0.014,75.56224457346559
36,15,490000,0.031,0.013,39.93285512517004
28,25,525000,0.045,0.015,36.3475856819213
51,15,310000,0.041,0.019,85.78637684373379
24,25,65000,0.021,0.018,3.0786540428643434
51,25,235000,0.007,0.012,83.27053032624038
37,25,300000,0.005,0.018,35.73854976986618
55,5,425000,0.031,0.018,108.91098406790492
41,15,120000,0.042,0.017,15.885987545368124
27,15,540000,0.023,0.006,21.029012370121873
49,25,485000,0.04,0.015,171.88524909829684
32,15,150000,0.028,0.01,8.4139458461047
54,15,295000,0.009,0.018,93.21723080223131
37,25,245000,0.037,0.009,33.99254645980862
20,20,360000,0.025,0.019,12.717290574594143
54,20,220000,0.007,0.014,82.01213585556961
57,25,105000,0.038,0.015,70.19344616689249
25,5,200000,0.035,0.018,6.1657652722571035
57,15,440000,0.023,0.02,182.10351723634042
40,15,70000,0.006,0.01,7.6340516314063755
57,20,70000,0.019,0.006,34.550274189277715
28,25,360000,0.022,0.016,22.42288070311436
25,5,260000,0.012,0.006,7.800782377887912
46,25,300000,0.011,0.013,74.2784843349817
47,20,185000,0.012,0.01,41.55469796565117
27,20,95000,0.02,0.011,4.41547557142331
56,15,425000,0.038,0.009,167.18008054133304
45,10,530000,0.035,0.015,79.58007972741258
53,5,490000,0.005,0.014,107.25082198334187
30,5,115000,0.005,0.019,3.938559243341319
49,10,365000,0.008,0.01,69.16293608592387
53,20,310000,0.024,0.011,113.64811065557211
54,25,110000,0.041,0.007,58.08003165551647
43,5,175000,0.012,0.014,18.167464400247017
39,10,405000,0.024,0.006,34.58128347777301
21,15,440000,0.007,0.02,13.955888722522667
48,15,245000,0.006,0.019,50.2374275569649
35,20,190000,0.005,0.015,15.932744167662362
55,5,415000,0.034,0.01,106.06511349868441
41,25,55000,0.006,0.01,9.045189748594035
40,5,280000,0.016,0.006,21.35996609950088
39,15,250000,0.031,0.009,26.7402963128524
19,5,535000,0.03,0.01,15.322291977964483
48,15,465000,0.007,0.012,94.69806981331737
28,10,530000,0.015,0.012,18.703766772398566
45,10,115000,0.031,0.018,17.203233366002937
49,15,235000,0.021,0.012,53.26923201557886
22,25,425000,0.024,0.019,18.377118106514818
55,25,250000,0.013,0.006,125.58624593277908
27,5,300000,0.007,0.008,9.369168622016904
57,15,130000,0.019,0.011,52.71705010662244
41,20,160000,0.032,0.018,24.873134306895864
52,25,425000,0.036,0.007,186.75262980456566
40,25,250000,0.029,0.01,42.5161097871648
34,10,515000,0.021,0.007,27.201577267793443
18,25,355000,0.028,0.017,13.118487906008989
48,25,430000,0.033,0.009,136.76117700221178
48,25,120000,0.035,0.012,38.55168258816959
59,15,275000,0.009,0.017,128.6498418446028
59,15,500000,0.037,0.008,250.07599767991292
51,10,115000,0.008,0.019,25.227238108276026
26,5,220000,0.04,0.011,6.919840470051757
39,25,495000,0.021,0.01,74.85240709668042
30,5,200000,0.027,0.008,6.923075246394858
42,15,320000,0.017,0.012,42.86154888907788
35,25,490000,0.022,0.02,53.883957029708064
29,5,395000,0.039,0.012,13.383127229073919
57,5,160000,0.017,0.012,46.11224333467461
34,20,370000,0.028,0.005,30.95678285756604
32,15,380000,0.031,0.009,21.472840092479906
59,10,240000,0.011,0.008,93.0096458146751
32,10,75000,0.036,0.006,3.4454495436005064
32,20,50000,0.045,0.012,3.758428403748619
56,5,180000,0.011,0.007,48.09285592047771
30,20,265000,0.036,0.013,16.31807017643688
34,20,385000,0.011,0.012,30.241797180871707
49,15,435000,0.043,0.008,103.87607884336073
26,25,405000,0.021,0.017,21.769957201221082
57,5,520000,0.044,0.019,153.93566742070402
37,10,170000,0.008,0.007,11.57095714737484
43,10,465000,0.037,0.006,59.03574939346786
44,20,165000,0.024,0.01,31.16375262881296
38,20,385000,0.017,0.014,43.94261773927845
35,20,290000,0.035,0.014,27.331396034947783
30,5,255000,0.03,0.014,8.884881225389714
33,20,385000,0.041,0.014,31.140347138228112
26,20,80000,0.015,0.011,3.4276389710434665
29,25,535000,0.043,0.017,39.644599076506935
55,5,210000,0.031,0.019,53.84920094188571
36,15,180000,0.023,0.014,14.355274859241833
24,15,295000,0.007,0.008,9.748305506946357
52,25,145000,0.036,0.013,63.76312968290655
35,10,170000,0.039,0.016,10.220028654391513
33,15,270000,0.037,0.017,17.053276646419043
56,5,385000,0.034,0.016,105.47617146489284
21,10,265000,0.044,0.018,8.463797055515471
42,20,340000,0.039,0.019,58.65108642320455
49,5,160000,0.042,0.012,27.41762929804358
57,10,495000,0.034,0.013,171.73769991217526
30,15,375000,0.038,0.01,18.420987578792545
34,20,205000,0.017,0.015,16.53367491094552
54,20,140000,0.032,0.014,57.25534054476406
23,5,425000,0.013,0.008,12.504822202115752
36,20,225000,0.008,0.015,20.85221587229099
30,10,280000,0.028,0.017,11.216485650971302
43,25,430000,0.036,0.008,95.09746082357769
31,15,110000,0.008,0.007,5.346247630463418
48,5,430000,0.012,0.015,67.2136036642794
21,25,525000,0.009,0.007,19.88164383824464
56,25,170000,0.03,0.017,100.78923575308569
25,5,210000,0.008,0.015,6.3212972355855905
42,10,305000,0.009,0.005,33.69648373255
30,15,415000,0.016,0.017,19.36040130907455
49,5,335000,0.016,0.013,56.21290719104307
55,25,360000,0.027,0.012,193.7787651996543
55,25,75000,0.006,0.01,36.41334191498481
45,5,120000,0.03,0.009,15.129102452463366
47,25,525000,0.021,0.013,146.93018639597764
20,5,290000,0.012,0.005,8.426681120170732
45,5,160000,0.031,0.017,20.29013271166696
20,15,375000,0.018,0.017,11.946005845612332
51,5,395000,0.038,0.016,77.59365330195791
33,25,155000,0.045,0.014,16.050280985266618
39,20,480000,0.036,0.009,63.77696660768154
49,15,360000,0.035,0.015,84.94531026717704
55,25,365000,0.019,0.007,188.9804263050534
25,25,450000,0.026,0.009,23.03277419563079
25,15,515000,0.007,0.006,17.55445854346433
23,15,205000,0.034,0.018,7.166335360868452
31,25,285000,0.032,0.017,23.56811699649537
49,20,115000,0.016,0.012,30.360229987911424
52,10,490000,0.026,0.012,117.8021715677354
27,25,115000,0.032,0.019,6.982612599251726
20,15,540000,0.02,0.015,17.213512807428604
29,5,545000,0.034,0.016,18.44220426052592
48,5,475000,0.037,0.01,75.57148362068914
46,15,110000,0.014,0.009,19.77830808875269
22,15,400000,0.017,0.007,12.873298589038058
42,10,175000,0.021,0.006,19.784639961756476
58,15,355000,0.014,0.019,155.3106386728196
48,5,235000,0.036,0.019,37.57148400445872
38,20,530000,0.028,0.008,62.79430866254481
37,15,305000,0.02,0.006,26.25518873127194
56,10,535000,0.006,0.01,163.67281959269275
39,20,75000,0.018,0.019,9.397779294453297
21,10,430000,0.038,0.01,13.458222997861832
30,20,60000,0.035,0.018,3.692305633531688
59,15,145000,0.008,0.017,67.64433288673752
37,5,180000,0.037,0.019,10.444259307543478
30,20,120000,0.012,0.012,6.732731869902959
34,25,420000,0.044,0.019,46.998611024375286
53,10,325000,0.04,0.016,86.02634280671833
50,20,310000,0.042,0.018,97.0504792187221
18,10,410000,0.036,0.016,12.006343071463919
32,5,525000,0.033,0.012,20.359344309630693
30,10,200000,0.015,0.019,7.8524599794513685
34,10,395000,0.028,0.017,21.33398629858043
41,25,135000,0.033,0.015,25.347929607760552
25,10,535000,0.017,0.012,17.14607281192079
44,20,540000,0.021,0.006,100.3883955481565
40,10,280000,0.043,0.017,27.561926233185456
25,15,340000,0.021,0.011,12.124066334102565
25,10,490000,0.018,0.01,15.686701543333825
43,15,70000,0.009,0.008,9.893408599797585
30,10,225000,0.019,0.013,8.835430392242278
56,10,70000,0.029,0.017,22.460643726183974
54,20,70000,0.011,0.009,26.36373168065363
45,15,385000,0.029,0.019,67.87092787957377
42,15,375000,0.035,0.011,52.680073767043694
33,25,255000,0.036,0.02,25.339418055742513
19,10,195000,0.044,0.015,6.013220355346785
35,10,300000,0.022,0.011,17.416619363601004
34,20,525000,0.006,0.02,40.65914223987239
47,25,200000,0.039,0.014,60.67930020462279
56,25,220000,0.008,0.017,117.55963695939093
30,20,80000,0.039,0.012,4.977360833340521
49,15,135000,0.044,0.007,32.28066678662035
46,5,210000,0.041,0.019,29.148239402005373
47,20,120000,0.044,0.01,30.214910318661317
35,15,175000,0.006,0.019,12.16931230520248
30,25,225000,0.005,0.019,15.006180168581743
60,20,450000,0.013,0.006,280.5716336667991
38,5,340000,0.037,0.007,21.53467007305373
47,10,275000,0.009,0.014,45.66821174373775
38,20,290000,0.035,0.006,35.21886989369487
34,5,305000,0.006,0.011,13.363740470875145
57,5,155000,0.034,0.013,45.33817387709749
36,20,195000,0.015,0.008,18.484339101707157
32,15,185000,0.023,0.017,10.30448249380485
26,20,420000,0.044,0.011,19.943353023531937
27,25,510000,0.027,0.011,30.178590584482944
48,5,455000,0.008,0.009,70.60149550911257
40,5,225000,0.04,0.018,17.647848963384234
47,10,550000,0.018,0.005,91.86607970941846
50,5,435000,0.028,0.005,78.53372237938221
26,10,335000,0.033,0.02,11.451082899640014
18,5,175000,0.036,0.005,4.6751695051115725
52,5,310000,0.022,0.007,64.00074853498724
28,20,270000,0.036,0.018,14.339931539741254
51,20,110000,0.01,0.014,32.97505416408225
33,25,90000,0.026,0.014,8.535949901349873
26,15,150000,0.006,0.012,5.372660992279646
49,25,100000,0.021,0.007,32.42551407520352
32,5,275000,0.02,0.011,10.542048372137968
29,25,505000,0.044,0.016,37.59193359039757
50,20,380000,0.021,0.012,109.94730878358885
31,5,440000,0.041,0.016,16.225832657268406
25,5,185000,0.022,0.005,5.591975067264816
25,25,85000,0.026,0.015,4.3698912635501985
44,10,60000,0.019,0.014,8.087712746817397
29,15,355000,0.031,0.02,16.164822098170454
18,25,155000,0.035,0.019,5.906361952717499
60,25,460000,0.037,0.014,398.7629172902963
57,15,465000,0.033,0.014,196.38629051399263
59,5,180000,0.018,0.006,59.70878683239859
28,5,335000,0.018,0.019,10.897248065084494
56,10,410000,0.019,0.016,129.18047912465002
60,25,245000,0.007,0.013,184.53100988028353
48,15,300000,0.043,0.018,67.63341828436893
34,25,380000,0.013,0.016,36.732025485714644
50,20,265000,0.011,0.013,73.95148871802154
49,25,140000,0.027,0.013,46.83635700642267
46,25,515000,0.007,0.019,125.71054391759606
38,20,190000,0.039,0.017,23.58050805562967
38,20,550000,0.04,0.011,68.25159607953738
57,15,345000,0.021,0.014,141.12800339862315
40,5,315000,0.044,0.008,24.647200903664785
23,10,470000,0.018,0.019,14.683839813708937
39,20,405000,0.015,0.015,49.98829811780573
55,5,420000,0.045,0.019,108.93743076521311
54,15,285000,0.015,0.009,90.53312190734133
25,25,165000,0.023,0.01,8.332664596153874
58,15,245000,0.029,0.017,111.36217791619428
52,15,95000,0.018,0.009,26.283407864569103
28,20,350000,0.02,0.01,17.398651625863405
41,10,495000,0.034,0.018,52.85729851615147
38,20,95000,0.034,0.013,11.551557280008204
19,25,355000,0.037,0.01,14.013061026872991
57,20,305000,0.029,0.011,156.84843210816416
36,25,105000,0.014,0.016,12.046717176464522
56,20,185000,0.018,0.007,83.83919870813557
45,10,180000,0.041,0.019,27.411909356376974
34,5,445000,0.034,0.012,19.979462103112855
23,10,410000,0.009,0.016,12.571926445656114
36,20,340000,0.035,0.016,34.99782491841479
55,15,430000,0.018,0.015,149.53193302120908
45,5,475000,0.006,0.011,58.74775144007947
19,15,450000,0.024,0.006,13.916116545970642
55,10,370000,0.04,0.016,112.512759096047
54,5,480000,0.023,0.019,114.46382131552863
21,20,165000,0.045,0.013,6.290274928980081
39,15,315000,0.012,0.019,32.26018438866656
43,20,380000,0.019,0.013,65.57734636964858
60,25,140000,0.006,0.008,104.86146558065636
53,5,275000,0.007,0.009,60.094969780293034
30,15,305000,0.019,0.018,14.36339128524514
49,10,330000,0.026,0.014,64.81596042722553
34,10,70000,0.014,0.011,3.665101800966609
58,10,100000,0.012,0.017,36.19727931154385
53,10,355000,0.022,0.015,91.06195454288859
36,15,355000,0.012,0.018,27.532182575850282
52,25,440000,0.03,0.02,188.6186975790734
57,10,370000,0.043,0.015,130.58823903010335
45,10,460000,0.037,0.02,69.65534408681764
18,10,300000,0.014,0.012,8.433531648757619
59,25,105000,0.043,0.018,85.20805794412358
35,5,215000,0.035,0.019,10.490896922540463
57,10,420000,0.011,0.006,138.94661385066271
50,10,210000,0.028,0.018,44.4897884498185
29,10,495000,0.044,0.011,19.18200345913207
25,5,480000,0.009,0.011,14.418616140750144
41,10,140000,0.016,0.017,14.464307740818747
33,5,310000,0.02,0.009,12.720963118545592
21,5,135000,0.01,0.005,3.953739996982395
55,20,85000,0.017,0.009,35.46300485570986
44,20,55000,0.033,0.015,10.783886251531351
26,10,105000,0.024,0.019,3.533368967737801
33,15,495000,0.022,0.011,29.82873253309255
29,20,495000,0.022,0.017,26.85558782497887
48,20,110000,0.035,0.008,28.803450825875466
41,15,405000,0.045,0.018,54.07878147325271
31,25,170000,0.029,0.016,13.860838268770188
42,10,315000,0.035,0.012,36.726442307271576
51,25,185000,0.02,0.018,70.05117221376649
20,25,540000,0.039,0.006,22.26838786144535
41,5,265000,0.022,0.017,22.73169471836704
59,5,120000,0.042,0.006,40.61513401180594
26,10,385000,0.035,0.018,13.168568354271144
43,15,90000,0.033,0.008,13.587558814991315
37,5,525000,0.017,0.006,29.710008365899125
57,20,115000,0.037,0.01,60.81707965763435
27,10,360000,0.009,0.008,12.034551635611509
36,25,250000,0.027,0.015,30.55649532305387
20,10,405000,0.034,0.012,12.505344024963197
41,5,505000,0.04,0.007,43.73109210384079
22,15,220000,0.028,0.019,7.43758680126123
20,25,215000,0.015,0.011,8.094260036157307
44,15,300000,0.039,0.009,49.77396400099782
33,10,55000,0.036,0.015,2.760701581936413
32,15,475000,0.011,0.011,25.40941615490392
52,15,150000,0.04,0.007,43.871617278587486
29,10,420000,0.043,0.014,16.30381603204126
58,25,290000,0.027,0.005,201.53778630516743
43,15,360000,0.007,0.014,50.98707473566426
51,15,210000,0.042,0.018,58.19281365425281
40,10,460000,0.01,0.009,42.35314650200105
48,20,140000,0.03,0.018,36.39758521523151
37,15,275000,0.021,0.009,23.809988515748483
29,5,60000,0.045,0.008,2.037034432159221
40,25,520000,0.042,0.016,93.86076215211743
21,15,250000,0.036,0.006,8.259669633373608
40,10,435000,0.013,0.006,40.15914442255215
18,5,305000,0.033,0.012,8.164098056785173
42,10,285000,0.028,0.006,32.62936357972978
19,15,540000,0.01,0.012,16.348834418078074
47,5,370000,0.037,0.015,55.02047509346754
20,25,505000,0.008,0.008,18.302471114614796
38,25,55000,0.024,0.018,7.8112522527644455
42,25,420000,0.022,0.008,80.68292625686894
37,20,395000,0.037,0.009,44.46955489243374
39,10,330000,0.022,0.019,28.40745474244015
38,15,160000,0.033,0.015,15.796428281822738
50,5,220000,0.024,0.013,39.79140734245775
55,10,85000,0.028,0.01,25.171085943246034
32,15,230000,0.015,0.017,12.525969679333919
32,20,75000,0.013,0.014,4.996186086892637
42,15,235000,0.033,0.01,32.80258668065374
38,10,530000,0.01,0.017,40.330814039965524
41,15,220000,0.012,0.017,26.864343012648654
22,5,475000,0.043,0.019,14.416501111714751
23,20,220000,0.015,0.02,8.251888800749985
60,5,95000,0.018,0.005,34.00054132026173
40,20,120000,0.03,0.01,16.957571486247325
21,20,345000,0.023,0.008,12.153683763587118
44,15,255000,0.027,0.008,40.944406394068785
35,5,130000,0.011,0.018,6.21222243291952
38,20,190000,0.032,0.02,23.042094757913542
45,20,125000,0.011,0.019,24.492200286583536
52,15,405000,0.035,0.015,118.03178169491044
39,10,190000,0.026,0.013,16.38680890965899
57,10,120000,0.038,0.015,41.99977377491023
40,25,260000,0.012,0.018,40.97245799183313
20,25,275000,0.02,0.005,10.450691598403973
57,20,220000,0.039,0.011,117.23037456577934
27,10,545000,0.037,0.013,19.20827482077569
42,20,380000,0.044,0.019,66.65525595738808
25,5,355000,0.014,0.008,10.684104998735933
28,10,510000,0.027,0.016,18.454767032384872
22,10,520000,0.006,0.019,15.785525416392025
54,10,520000,0.044,0.016,148.44914794203638
55,25,265000,0.012,0.005,132.39512512235015
46,15,205000,0.041,0.015,39.86425895757493
22,15,485000,0.032,0.008,16.21546613219631
26,25,60000,0.042,0.014,3.543057305685576
19,25,505000,0.015,0.014,18.377752508092506
18,25,70000,0.019,0.019,2.5064708888583995
57,15,545000,0.012,0.008,216.01218242565525
47,20,370000,0.022,0.006,85.84973843222765
28,25,540000,0.043,0.014,37.06377134572289
45,20,545000,0.028,0.01,112.41368136600111
29,20,170000,0.022,0.016,9.215182717366472
56,5,135000,0.018,0.02,36.59187731375285
43,15,450000,0.028,0.011,67.27181423045316
30,20,395000,0.034,0.007,24.05024203570039
25,15,195000,0.021,0.013,6.97678351849076
45,15,240000,0.014,0.01,40.194726492705435
47,5,330000,0.028,0.017,48.76932004116029
26,15,525000,0.02,0.013,19.539697723746006
56,20,420000,0.045,0.019,211.28203861411058
48,10,370000,0.023,0.018,67.80407535106232
38,20,415000,0.022,0.019,48.476182219031365
51,20,390000,0.039,0.009,129.23172596398024
48,15,350000,0.015,0.019,73.53141641854027
42,20,215000,0.008,0.018,33.12991664762168
29,10,230000,0.039,0.014,8.869924166308303
18,15,135000,0.029,0.019,4.189850526708586
39,25,130000,0.015,0.006,19.031244081215327
57,20,435000,0.019,0.017,216.56285228775144
54,20,475000,0.022,0.007,186.2040087641268
18,5,175000,0.032,0.01,4.674446273516844
18,25,225000,0.024,0.016,8.166887355243723
59,25,310000,0.021,0.008,228.68680521791208
59,10,70000,0.036,0.008,28.34975179068121
38,25,245000,0.008,0.008,31.95987164230998
32,5,355000,0.031,0.012,13.743872111343928
34,10,305000,0.023,0.006,16.152165263022567
39,25,540000,0.018,0.018,80.83586737536568
55,10,290000,0.042,0.016,88.47847284185784
52,25,520000,0.036,0.013,228.6680009891111
33,25,445000,0.014,0.006,39.6335672744564
25,25,490000,0.031,0.007,25.636317373996942
34,20,310000,0.038,0.006,26.96503255292697
34,25,245000,0.045,0.005,27.597626263893225
43,20,370000,0.033,0.015,67.29131541421245
30,15,95000,0.033,0.013,4.620118186112823
34,5,75000,0.03,0.011,3.3539227082481977
55,10,320000,0.007,0.01,91.34165971712937
34,10,420000,0.028,0.012,22.57579664931677
31,15,475000,0.037,0.012,25.179811404635675
23,25,140000,0.021,0.007,6.184129503368668
52,5,205000,0.028,0.013,42.70193616137719
31,15,490000,0.042,0.006,26.170167573083077
25,15,85000,0.012,0.019,3.002632517808721
32,10,450000,0.016,0.016,20.16426280838526
44,20,135000,0.009,0.005,23.938325457905638
30,20,350000,0.025,0.009,20.62037155916384
48,25,150000,0.039,0.02,49.135088712709006
52,25,335000,0.022,0.006,137.88180905199695
23,15,525000,0.008,0.007,16.877609588539357
22,25,495000,0.016,0.012,20.443713515071952
39,20,100000,0.041,0.01,13.536539378412872
40,5,465000,0.027,0.02,36.11259421139373
42,10,180000,0.042,0.013,21.26285533532545
51,20,385000,0.038,0.019,128.21281684944174
43,25,170000,0.022,0.011,35.338235345373384
22,10,65000,0.03,0.009,2.0207941645960155
43,10,65000,0.032,0.009,8.205110544132673
37,15,500000,0.035,0.015,45.26631205475255
23,25,495000,0.018,0.014,21.762689043840236
23,15,150000,0.017,0.013,4.989612646754686
35,10,525000,0.032,0.008,30.94630210521011
21,15,475000,0.038,0.009,15.857014344573457
34,25,80000,0.022,0.009,8.078948406307308
31,20,115000,0.018,0.018,7.20165260429273
31,5,345000,0.038,0.017,12.699584489527961
30,20,405000,0.032,0.008,24.490633947440276
24,10,110000,0.019,0.007,3.438495239504495
32,20,330000,0.026,0.007,23.038061668476804
36,15,290000,0.043,0.006,24.286835719420573
60,25,165000,0.035,0.02,141.40103941482076
52,20,415000,0.014,0.017,136.6186196797742
34,20,85000,0.017,0.005,6.805455550200553
52,25,225000,0.016,0.005,89.87510303840571
36,15,350000,0.039,0.015,29.20439301983955
37,5,130000,0.031,0.01,7.464223772605122
53,20,445000,0.043,0.006,173.8111015970045
52,10,165000,0.009,0.012,38.5123724963858
49,15,80000,0.007,0.005,17.28664761257527
57,15,480000,0.032,0.011,201.5782308549204
41,20,215000,0.016,0.009,31.230747513964328
34,25,60000,0.032,0.009,6.36348609762897
24,20,145000,0.034,0.009,5.944556583498885
60,20,320000,0.017,0.01,203.2221132752056
18,25,290000,0.043,0.005,11.084215387230063
52,10,220000,0.036,0.014,53.90942904490801
49,25,355000,0.02,0.013,114.96918112143516
53,20,75000,0.021,0.015,27.296650530195397
30,5,120000,0.034,0.007,4.174927769585378
23,25,225000,0.017,0.02,9.924373706509302
31,10,375000,0.017,0.007,15.516274547634238
54,25,195000,0.03,0.017,98.06392949836933
32,25,180000,0.01,0.008,14.449041449367494
21,15,155000,0.045,0.012,5.286043402855186
57,15,430000,0.016,0.01,172.74276444498113
33,20,275000,0.02,0.01,20.490214875643677
45,20,315000,0.014,0.012,61.869873004150925
33,25,500000,0.031,0.009,48.569017218447556
21,5,115000,0.007,0.013,3.38041413042692
43,20,85000,0.042,0.009,15.855214782469238
45,25,445000,0.017,0.02,105.80798419979445
49,25,435000,0.042,0.009,155.28084807844635
19,25,175000,0.015,0.016,6.3971638005496025
48,25,240000,0.026,0.012,74.05577621225036
20,25,425000,0.033,0.006,17.104905162473127
25,15,420000,0.03,0.007,15.218482295345279
41,10,325000,0.025,0.019,34.18919660263431
32,10,345000,0.037,0.017,16.052510268190172
60,25,360000,0.024,0.007,294.8760667957529
48,20,295000,0.018,0.006,72.45886681030133
26,5,260000,0.034,0.007,8.115805302529687
56,25,420000,0.042,0.014,262.4983342081944
19,5,275000,0.029,0.015,7.896951378573745
25,15,460000,0.016,0.011,16.195113701242445
24,10,240000,0.036,0.009,7.731079550284962
56,15,430000,0.035,0.008,167.65216579101252
59,20,95000,0.016,0.012,55.17470350685992
33,20,385000,0.02,0.005,28.584712864781732
52,25,325000,0.011,0.005,126.58130291327515
47,20,345000,0.008,0.017,77.02722245806387
27,20,180000,0.037,0.013,8.916365501538118
55,15,225000,0.02,0.017,78.84643317112649
35,5,445000,0.016,0.007,21.20692468941622
22,10,505000,0.015,0.017,15.508176421753687
46,20,315000,0.008,0.019,65.6289647521373
56,20,430000,0.044,0.013,214.92694054180748
51,15,270000,0.02,0.007,69.74933787797968
60,10,255000,0.012,0.007,107.34843400977003
40,15,325000,0.04,0.008,38.90368242233572
22,5,395000,0.034,0.008,11.809017797028277
47,15,360000,0.032,0.019,73.76157913084361
23,10,100000,0.017,0.017,3.110551163865716
21,10,145000,0.022,0.01,4.426660445224205
46,20,510000,0.039,0.017,118.32979307423719
40,5,440000,0.031,0.017,34.22809407067112
23,25,110000,0.019,0.01,4.832955685277647
49,20,185000,0.009,0.005,47.13495346974122
59,15,260000,0.041,0.005,131.04208552288077
35,15,305000,0.043,0.01,23.36062299321282
32,10,150000,0.034,0.006,6.866861001137841
57,10,320000,0.033,0.007,110.15919270316635
49,10,145000,0.027,0.009,28.373823596330414
26,25,345000,0.044,0.008,20.51928140111783
54,25,255000,0.033,0.007,129.91920194027733
27,20,430000,0.008,0.009,19.035783059718764
37,25,520000,0.009,0.016,63.163307513698456
23,10,175000,0.044,0.012,5.639817815712239
20,20,425000,0.043,0.015,15.71573024338538
59,20,315000,0.027,0.019,191.3782728726863
28,5,180000,0.014,0.005,5.7780998414752505
60,25,250000,0.028,0.019,207.88087026488708
34,15,275000,0.036,0.009,18.837349907457835
49,15,210000,0.005,0.009,45.38056675484875
21,5,215000,0.038,0.014,6.48168392450708
21,10,315000,0.024,0.01,9.646915037960277
34,5,310000,0.024,0.006,13.748760505853928
58,10,490000,0.022,0.016,180.31972906068174
36,25,155000,0.033,0.008,19.462815369643465
22,25,250000,0.013,0.019,10.301844577584072
49,20,120000,0.029,0.02,33.48186447376854
39,20,270000,0.007,0.008,32.05465262429561
23,20,245000,0.037,0.016,9.81038634749624
52,20,235000,0.038,0.02,84.45099870371527
39,15,420000,0.017,0.019,43.627113599095765
18,20,185000,0.009,0.013,5.737018893166747
37,20,275000,0.035,0.01,30.752157337180755
39,20,180000,0.024,0.005,22.790757182899647
28,10,120000,0.042,0.018,4.460161399868809
30,20,230000,0.019,0.006,13.201833166703041
59,5,480000,0.039,0.014,162.87048368476263
20,20,280000,0.006,0.008,9.060282558854727
26,20,80000,0.036,0.009,3.6881518406314626
29,15,205000,0.032,0.005,9.192001846726207
40,20,115000,0.026,0.006,15.951943762909208
31,10,100000,0.041,0.01,4.328211559592895
50,25,365000,0.043,0.018,141.46423151466067
35,20,415000,0.042,0.013,40.10261062306232
58,20,150000,0.029,0.013,83.9910261781947
26,20,305000,0.026,0.014,13.658448401601099
40,15,310000,0.016,0.013,34.91411938607062
27,25,100000,0.011,0.01,5.460145900818717
36,15,160000,0.027,0.018,12.949820398503272
22,15,450000,0.011,0.012,14.411764778229335
40,15,460000,0.012,0.016,51.3900610180838
47,10,280000,0.019,0.019,47.58007124015258
42,25,205000,0.012,0.005,37.3945408126405
45,10,105000,0.025,0.012,15.448848905997611
51,10,135000,0.032,0.014,30.694358908252553
42,25,270000,0.033,0.013,54.72685697916346
27,10,495000,0.026,0.019,17.266742195076787
31,25,340000,0.026,0.019,27.325728728003046
59,20,180000,0.024,0.007,107.37067254141166
47,15,65000,0.015,0.01,12.590672163072533
58,10,290000,0.031,0.009,107.63657466792786
42,25,330000,0.031,0.012,66.260772478626
31,5,385000,0.015,0.011,13.84947972520224
52,10,390000,0.033,0.01,94.6800525471498
51,10,335000,0.039,0.013,76.98595080623116
27,25,95000,0.029,0.012,5.67734121180736
52,5,195000,0.01,0.012,39.98357760413259
28,5,95000,0.018,0.007,3.063998735138498
28,20,445000,0.009,0.013,21.26652289835913
38,10,55000,0.017,0.006,4.197105058549013
38,15,220000,0.013,0.014,20.511725490337636
39,10,450000,0.027,0.014,38.9160152306637
24,15,270000,0.022,0.009,9.287617863650647
34,15,185000,0.034,0.007,12.580305380743196
19,25,345000,0.02,0.017,12.904558210653455
29,10,165000,0.011,0.017,6.091112579158953
59,25,95000,0.014,0.019,67.71166008895746
35,20,300000,0.027,0.012,27.403931370581002
28,15,115000,0.023,0.01,4.759574365974418
33,5,145000,0.007,0.01,5.88828690109128
35,15,415000,0.013,0.008,29.141805651296316
52,20,515000,0.017,0.01,170.18699348405812
43,15,165000,0.034,0.007,24.948007602151243
33,25,235000,0.034,0.018,23.146412780612398
23,10,345000,0.033,0.01,10.900536487122155
60,5,290000,0.038,0.013,106.08285829062733
59,25,190000,0.04,0.006,153.07084711175457
29,10,390000,0.008,0.009,14.183308362721116
30,5,375000,0.025,0.008,12.959392691700145
21,20,480000,0.011,0.018,16.61155698615458
56,15,535000,0.019,0.008,199.80415938229163
19,5,320000,0.032,0.017,9.224162669422615
43,20,430000,0.029,0.009,76.63055796467351
44,10,110000,0.01,0.008,14.497103222882991
44,5,285000,0.035,0.005,32.96751742644852
32,20,75000,0.036,0.009,5.44725794633032
25,10,345000,0.011,0.006,10.856779867899379
24,25,200000,0.03,0.01,9.793836785510104
57,15,55000,0.043,0.006,23.652682749117247
29,20,535000,0.009,0.006,27.28347708931859
30,25,360000,0.012,0.01,24.824623266161694
60,10,470000,0.036,0.012,207.42229656305943
34,5,75000,0.018,0.01,3.3179266202503572
34,15,460000,0.043,0.005,32.01301420077025
53,10,250000,0.03,0.008,64.51920057148412
38,20,535000,0.024,0.019,62.963460198612594
25,15,225000,0.019,0.014,8.022943840341162
22,25,100000,0.015,0.018,4.151154251068092
43,15,475000,0.031,0.006,71.16490835564346
33,25,455000,0.029,0.005,43.752176971722136
53,10,120000,0.019,0.017,30.690098096107693
45,5,365000,0.042,0.011,46.54097163217795
46,15,310000,0.035,0.011,59.09324045077106
29,5,520000,0.015,0.009,17.241830230109734
